TimestampMicroSeconds,X,Y
21721337400,-0.923039,-0.205531
21721350651,-0.861351,-0.364391
21721367449,-0.922099,-0.206709
21721396755,-0.862881,-0.349504
21721412415,-0.921486,-0.204740
21721427448,-0.921916,-0.203885
21721440665,-0.865692,-0.342318
21721457414,-0.920895,-0.202588
21721472445,-0.920021,-0.202197
21721485676,-0.864037,-0.334800
21721502358,-0.919698,-0.201454
21721517374,-0.919703,-0.201616
21721548520,-0.970569,-0.069374
21721575638,-0.867627,-0.330344
21721592433,-0.919188,-0.197449
21721620679,-0.865663,-0.334481
21721637442,-0.865196,-0.335352
21721652410,-0.915725,-0.210924
21721665649,-0.863732,-0.335766
21721698484,-0.913550,-0.212767
21721710666,-0.861243,-0.331942
21721727408,-0.912517,-0.210263
21721742456,-0.911284,-0.206872
21721755647,-0.861297,-0.315908
21721772408,-0.908850,-0.106633
21721787439,-0.905915,-0.032448
21721800678,-0.854738,-0.121616
21721817426,-0.900178,0.081237
21721846720,-0.842610,0.005188
21721862416,-0.888146,0.170236
21721877421,-0.882544,0.187018
21721907406,-0.871984,0.207388
21721922419,-0.868237,0.217567
21721952386,-0.921703,0.375877
21721967483,-0.862792,0.243748
21721998526,-0.919684,0.404524
21722025638,-0.800737,0.139605
21722057390,-0.848393,0.273332
21722222421,-0.591188,0.142330
21722237454,-0.572312,0.137799
21722250497,-0.522067,0.028020
21722267455,-0.508083,0.030400
21722296638,-0.489928,0.030196
21722312422,-0.525714,0.134104
21722327404,-0.519044,0.139041
21722340588,-0.470624,0.043907
21722357399,-0.466912,0.050457
21722385594,-0.461132,0.060373
21722402434,-0.502488,0.155410
21722417467,-0.500046,0.156941
21722448481,-0.495458,0.160358
21722475766,-0.492291,0.161278
21722492390,-0.443220,0.082295
21722507389,-0.488747,0.163409
21722520770,-0.440205,0.084145
21722537392,-0.484892,0.163092
21722552414,-0.483246,0.163730
21722565757,-0.481774,0.165075
21722598502,-0.478891,0.169739
21722610688,-0.478359,0.170987
21722627430,-0.475950,0.173514
21722642426,-0.475158,0.172446
21722655679,-0.439594,0.088272
21722672447,-0.473514,0.172306
21722687387,-0.472413,0.172788
21722700673,-0.436032,0.084357
21722717384,-0.469975,0.174513
21722746787,-0.503194,0.265456
21722762413,-0.467786,0.177818
21722777378,-0.466805,0.180011
21722790742,-0.431384,0.095490
21722807388,-0.461728,0.186196
21722822423,-0.444786,0.190623
21722835705,-0.382719,0.106463
21722852360,-0.382559,0.216308
21722867322,-0.388537,0.325683
21722898462,-0.316867,0.248018
21722925748,-0.264916,0.171025
21722942473,-0.251107,0.181351
21722970745,-0.254612,0.296379
21722987425,-0.246391,0.314967
21723015727,-0.209373,0.256044
21723048492,-0.225257,0.322338
21723227384,-0.910067,0.112696
21723240837,-0.701254,-0.183212
21723257387,-0.850464,-0.072397
21723272371,-0.869092,-0.097005
21723285855,-0.883076,-0.113734
21723302381,-0.889629,-0.151837
21723317343,-0.892479,-0.182934
21723348468,-0.892362,-0.234496
21723362421,-0.893260,-0.249042
21723375707,-0.892264,-0.260949
21723392379,-0.939090,-0.213463
21723420741,-0.931631,-0.233530
21723437418,-0.841915,-0.345633
21723452393,-0.921778,-0.248661
21723498484,-0.913848,-0.261083
21723527377,-0.929051,-0.215942
21723542416,-0.901964,-0.258911
21723587408,-0.948485,-0.150814
21723617364,-0.957766,-0.115853
21723646747,-0.883076,-0.304386
21723662404,-0.962345,-0.107183
21723677375,-0.925514,-0.200303
21723690652,-0.885093,-0.303697
21723707383,-0.973765,-0.098107
