TimestampMicroSeconds,X,Y
28010436158,0.802188,0.185618
28010449428,0.729968,-0.125564
28010466152,0.657819,-0.391597
28010495403,0.575359,-0.624093
28010511162,0.540960,-0.707989
28010526154,0.508386,-0.776334
28010539352,0.487080,-0.816507
28010556127,0.463356,-0.853444
28010571143,0.447559,-0.876684
28010584332,0.435450,-0.889256
28010601159,0.423435,-0.901280
28010616151,0.415140,-0.909607
28010647199,0.399748,-0.918043
28010661106,0.433010,-0.865318
28010674439,0.499914,-0.838418
28010691125,0.530750,-0.562105
28010706029,0.560312,-0.573715
28010719444,0.582464,-0.515628
28010736179,0.634880,-0.354470
28010751162,0.639264,-0.352950
28010764446,0.633270,-0.393531
28010797194,0.672191,-0.240570
28010809510,0.657773,-0.277871
28010826151,0.691900,-0.144221
28010841157,0.688612,-0.067081
28010854499,0.699101,0.055646
28010871083,0.719226,0.099122
28010886050,0.714133,0.251443
28010899438,0.740008,0.200563
28010916122,0.735569,0.311441
28010945487,0.750161,0.336550
28010961091,0.747862,0.383993
28010976122,0.751233,0.402882
28010989416,0.756485,0.403898
28011006171,0.757128,0.419766
28011021156,0.758968,0.421794
28011034427,0.752904,0.403650
28011051069,0.757828,0.416012
28011066109,0.756445,0.417029
28011097170,0.752001,0.413288
28011111118,0.753784,0.404233
28011124390,0.756313,0.380962
28011141177,0.760482,0.231606
28011156178,0.759491,0.126910
28011169509,0.756985,0.047653
28011186060,0.753937,-0.026999
28011201159,0.751284,-0.080226
28011214452,0.757416,-0.153961
28011247147,0.750899,-0.237773
28011259406,0.750383,-0.345878
28011276009,0.752306,-0.445018
28011291013,0.758057,-0.504354
28011304404,0.761436,-0.540859
28011321061,0.764884,-0.575434
28011336009,0.797221,-0.609692
28011349420,0.769498,-0.619723
28011366020,0.770207,-0.640295
28011395893,0.809364,-0.680467
28011411137,0.773493,-0.674764
28011426142,0.815444,-0.702615
28011439859,0.790035,-0.676710
28011456136,0.798217,-0.674195
28011471075,0.829932,-0.693901
28011484778,0.809685,-0.669890
28011501145,0.813956,-0.670126
28011516167,0.840277,-0.698183
28011547244,0.826262,-0.667389
28011561141,0.807540,-0.636450
28011574902,0.832511,-0.663667
28011591111,0.835632,-0.663390
28011606149,0.818591,-0.629836
28011619894,0.842897,-0.660906
28011636109,0.847187,-0.658606
28011651134,0.829210,-0.619763
28011664825,0.850726,-0.654297
28011697085,0.857599,-0.652011
28011709834,0.857749,-0.657359
28011726096,0.858928,-0.665538
28011741079,0.857806,-0.674599
28011754821,0.857263,-0.681365
28011771090,0.855621,-0.690111
28011786009,0.852696,-0.697232
28011799829,0.849475,-0.703564
28011816108,0.845721,-0.709494
28011845892,0.833651,-0.719749
28011861135,0.827803,-0.724713
28011889644,0.824911,-0.730349
28011906061,0.822509,-0.733464
28011921081,0.820397,-0.735040
28011934730,0.818112,-0.736689
28011951113,0.816750,-0.738206
28011966141,0.814890,-0.740021
28011997200,0.811011,-0.742318
28012011101,0.810425,-0.743275
28012024770,0.809032,-0.743948
28012041144,0.807752,-0.744443
28012056021,0.807460,-0.743251
28012069676,0.807722,-0.741545
28012086065,0.808208,-0.739635
28012101004,0.809020,-0.738028
28012114721,0.810059,-0.736767
28012147152,0.775090,-0.714083
28012159740,0.813961,-0.731750
28012176048,0.815395,-0.729753
28012190998,0.783199,-0.709575
28012204781,0.817046,-0.725405
28012221131,0.817005,-0.723090
28012236088,0.788730,-0.700173
28012249797,0.819412,-0.720216
28012266098,0.820807,-0.718440
28012295898,0.824174,-0.715413
28012311086,0.825979,-0.713438
28012326150,0.806447,-0.682201
28012339780,0.829385,-0.712667
28012356022,0.832498,-0.710970
28012371052,0.816007,-0.673606
28012384788,0.832298,-0.708851
28012401049,0.831962,-0.708231
28012416052,0.817562,-0.671722
28012447139,0.831462,-0.706299
28012461047,0.815949,-0.671541
28012474783,0.827540,-0.705503
28012491016,0.826115,-0.705006
